name,label,author_id,type
严闪,福建师范大学实验中心,1256,person
黄晞,福建师范大学实验中心,1257,person
陈振荣,福建师范大学实验中心,1258,person
胡凌云,清华大学计算机科学与技术系智能技术与系统国家重点实验室,1259,person
孙增圻,清华大学计算机科学与技术系智能技术与系统国家重点实验室 北京100084,1260,person
孟伟,哈尔滨工业大学计算机科学与技术学院,1261,person
韩学东,哈尔滨工业大学计算机科学与技术学院,1262,person
洪炳熔,哈尔滨工业大学计算机科学与技术学院,1263,person
厉茂海,哈尔滨工业大学计算机科学与技术学院,1264,person
罗荣华,哈尔滨工业大学计算机科学与技术学院,1265,person
张世辉,燕山大学信息科学与工程学院,1266,person
冯亮,燕山大学信息科学与工程学院,1267,person
李鹏,华中科技大学控制科学与工程系,1268,person
王敏,华中科技大学控制科学与工程系,1269,person
邵杰,南京理工大学计算机学院,1270,person
杨静宇,南京理工大学计算机学院,1271,person
万鸣华,南京理工大学计算机学院,1272,person
黄传波,南京理工大学计算机学院,1273,person
王险峰,哈尔滨工业大学计算机科学与技术学院,1274,person
钟秋波,哈尔滨工业大学计算机科学与技术学院,1275,person
蔡云飞,南京理工大学计算机科学与技术学院,1276,person
唐振民,南京理工大学计算机科学与技术学院,1277,person
赵春霞,南京理工大学计算机科学与技术学院,1278,person
王险峰,东北石油大学计算机与信息技术学院,1279,person
李建平,东北石油大学计算机与信息技术学院,1280,person
王辉,东北石油大学计算机与信息技术学院,1281,person
冯翔,华东理工大学信息科学与工程学院,1282,person
马美怡,华东理工大学信息科学与工程学院,1283,person
施尹,华东理工大学信息科学与工程学院,1284,person
虞慧群,华东理工大学信息科学与工程学院,1285,person
朱淼良,浙江大学人工智能研究所,1286,person
张新晖,浙江大学人工智能研究所,1287,person
王寻羽,浙江大学人工智能研究所,1288,person
唐文彬,浙江大学人工智能研究所,1289,person
洪炳熔,哈尔滨工业大学计算机科学与工程系 黑龙江哈尔滨150001,1290,person
朱庆保,南京师范大学计算机科学系 江苏南京210097,1291,person
刘涛,计算机科学国家重点实验室(中国科学院软件研究所),1292,person
王淑灵,计算机科学国家重点实验室(中国科学院软件研究所),1293,person
詹乃军,计算机科学国家重点实验室(中国科学院软件研究所),1294,person
梁冰,哈尔滨工业大学计算机科学与技术学院,1295,person
洪炳镕,哈尔滨工业大学计算机科学与技术学院 黑龙江哈尔滨150001,1296,person
曙光,黑龙江哈尔滨150001哈尔滨理工大学计算机学院,1297,person
李莹莹,国防科学技术大学电子科学与工程学院,1298,person
刘云辉,国防科学技术大学电子科学与工程学院,1299,person
樊玮虹,国防科学技术大学电子科学与工程学院,1300,person
蔡宣平,国防科学技术大学电子科学与工程学院,1301,person
李波,国防科学技术大学电子科学与工程学院,1302,person
余杨,南京理工大学信息物理与工程系,1303,person
闵富红,南京理工大学信息物理与工程系,1304,person
倪晓武,南京理工大学信息物理与工程系,1305,person
张宏超,南京理工大学信息物理与工程系,1306,person
张泽明,中国科学技术大学计算机科学技术系,1307,person
罗文坚,中国科学技术大学计算机科学技术系,1308,person
王煦法,中国科学技术大学计算机科学技术系,1309,person
方斌,北京航空航天大学机器人研究所,1310,person
丑武胜,北京航空航天大学机器人研究所,1311,person
董明杰,北京航空航天大学机器人研究所,1312,person
马鑫,北京航空航天大学机器人研究所,1313,person
郭晓旗,北京航空航天大学机器人研究所,1314,person
吴耀,北京航空航天大学机械工程及自动化学院,1315,person
王田苗,北京航空航天大学机械工程及自动化学院,1316,person
王晓刚,北京航空航天大学机械工程及自动化学院,1317,person
刘淼,北京航空航天大学机械工程及自动化学院,1318,person
王肖锋,河北工业大学机械工程学院,1319,person
刘军,河北工业大学机械工程学院,1320,person
洪炳镕,智能机器人研究室,1321,person
吴葳,智能机器人研究室 黑龙江哈尔滨150001,1322,person
钱徽,浙江大学计算机学院,1323,person
吴春明,浙江大学计算机学院,1324,person
朱淼良,浙江大学计算机学院,1325,person
蔡则苏,哈尔滨工业大学计算机科学与技术学院,1326,person
周兰凤,哈尔滨工业大学计算机科学与技术学院,1327,person
洪炳熔,哈尔滨工业大学计算机科学与技术学院 山东威海264209,1328,person
洪炳熔,哈尔滨工业大学计算机科学与技术学院 黑龙江哈尔滨150001,1329,person
王玲,国防科技大学电子科学与工程学院,1330,person
邵金鑫,国防科技大学电子科学与工程学院 湖南长沙410073,1331,person
万建伟,香港中文大学自动化与计算机辅助工程系,1332,person
刘云辉,中国香港,1333,person
高庆吉,中国民航大学机器人研究所,1334,person
雷亚莉,中国民航大学机器人研究所 天津 300300 天津市智能信号与图象处理重点实验室,1335,person
胡丹丹,天津 300300 西北电力设计院,1336,person
于咏生,陕西西安 710032,1337,person
刘贞,哈尔滨工业大学自动化测试与控制系,1338,person
丁明理,哈尔滨工业大学自动化测试与控制系,1339,person
王祁,哈尔滨工业大学自动化测试与控制系,1340,person
石杏喜,南京理工大学理学院,1341,person
赵春霞,南京理工大学理学院,1342,person
郭剑辉,南京理工大学理学院,1343,person
陈凤东,哈尔滨工业大学电气工程与自动化学院,1344,person
刘丁,西安理工大学自动化与信息工程学院,1345,person
刘春阳,华北电力大学控制与计算机工程学院,1346,person
谭应清,华北电力大学控制与计算机工程学院,1347,person
柳长安,华北电力大学控制与计算机工程学院,1348,person
马莹巍,华北电力大学控制与计算机工程学院,1349,person
曹政才,北京化工大学信息科学与技术学院,1350,person
温金涛,北京化工大学信息科学与技术学院,1351,person
吴启迪,北京化工大学信息科学与技术学院,1352,person
罗荣华,华南理工大学计算机科学与工程学院,1353,person
李珺,东北林业大学机电工程学院,1354,person
潘启树,东北林业大学机电工程学院,1355,person
周浦城,东北林业大学机电工程学院,1356,person
洪炳镕,东北林业大学机电工程学院,1357,person
赵应涛,北京化工大学信息科学与技术学院,1358,person
鄢小虎,华北电力大学控制与计算机工程学院,1359,person
吴华,华北电力大学控制与计算机工程学院,1360,person
胡俊,南京师范大学数学科学学院,1361,person
付宜利,北京化工大学信息科学与技术学院,1362,person
钟秋波,宁波工程学院电子与信息工程学院,1363,person
杨滨,中国船舶重工集团公司第703研究所,1364,person
徐晓晴,南京师范大学计算机科学与技术学院,1365,person
许烁,上海大学机电工程与自动化学院,1366,person
赵其杰,上海大学机电工程与自动化学院,1367,person
张扬名,湖南工程学院,1368,person
巩敦卫,中国矿业大学信息与电气工程学院,1369,person
戚成亮,中国矿业大学信息与电气工程学院,1370,person
张勇,中国矿业大学信息与电气工程学院,1371,person
胡滢,中国矿业大学信息与电气工程学院,1372,person
张建化,中国矿业大学信息与电气工程学院,1373,person
张红强,湖南大学电气与信息工程学院,1374,person
章兢,湖南大学电气与信息工程学院,1375,person
周少武,湖南大学电气与信息工程学院,1376,person
曾照福,湖南大学电气与信息工程学院,1377,person
吴亮红,湖南大学电气与信息工程学院,1378,person
钱夔,东南大学仪器科学与工程学院,1379,person
宋爱国,东南大学仪器科学与工程学院,1380,person
王阳,上海大学机电工程与自动化学院,1381,person
孙成恺,上海大学机电工程与自动化学院,1382,person
曹少中,北京印刷学院高端印刷装备信号与信息处理北京市重点实验室,1383,person
赵伟,北京印刷学院高端印刷装备信号与信息处理北京市重点实验室,1384,person
王保防,南京理工大学自动化学院,1385,person
张瑞雷,南京理工大学自动化学院,1386,person
郭健,南京理工大学自动化学院,1387,person
陈庆伟,南京理工大学自动化学院,1388,person
龚道雄,北京工业大学信息学部自动化学院,1389,person
何睿,北京工业大学信息学部自动化学院,1390,person
左国玉,北京工业大学信息学部自动化学院,1391,person
于建均,北京工业大学信息学部自动化学院,1392,person
李壮举,北京建筑大学电信学院,1393,person
梅杰,北京建筑大学电信学院,1394,person
曹少中,北京建筑大学电信学院,1395,person
赵伟,北京建筑大学电信学院,1396,person
杨农林,华中理工大学交通学院智能机械与控制研究所,1397,person
吴刚,430074,1398,person
黄真,燕山大学信息科学与工程学院,1399,person
姜成志,黑龙江科技学院计算机与信息工程系,1400,person
叶明凤,黑龙江科技学院计算机与信息工程系,1401,person
顾泽元,黑龙江科技学院计算机与信息工程系,1402,person
于波,北京航空航天大学机器人研究所,1403,person
刘荣,北京航空航天大学机器人研究所,1404,person
张厚祥,北京航空航天大学机器人研究所,1405,person
宗光华,北京航空航天大学机器人研究所,1406,person
黄薇,上海大学计算机工程与科学学院,1407,person
陆斌华,上海大学计算机工程与科学学院,1408,person
郭坚,上海大学计算机工程与科学学院,1409,person
马志强,上海大学计算机工程与科学学院,1410,person
汪地,上海大学计算机工程与科学学院,1411,person
林雄,琼州大学,1412,person
郑千里,琼州大学,1413,person
黄槐仁,琼州大学,1414,person
刘煜,琼州大学,1415,person
符海东,武汉科技大学计算机科学与技术学院,1416,person
王中伟,武汉科技大学计算机科学与技术学院 湖北武汉430081,1417,person
邱寄帆,成都航空职业技术学院计算机系,1418,person
王海春,电子科技大学电子工程学院,1419,person
唐斌,成都航空职业技术学院计算机系 四川成都610021,1420,person
王灼,四川成都610054,1421,person
潘峥嵘,兰州理工大学电气与信息工程学院,1422,person
杜宝强,兰州理工大学电气与信息工程学院,1423,person
王树东,兰州理工大学电气与信息工程学院,1424,person
徐猛,兰州理工大学电气与信息工程学院,1425,person
杨宜民,广东工业大学自动化学院 广东广州510090,1426,person
陈琦,燕山大学信息科学与工程学院,1427,person
曾理智,清华大学智能控制与技术国家实验室,1428,person
王珏,清华大学智能控制与技术国家实验室,1429,person
孙增圻,清华大学智能控制与技术国家实验室,1430,person
张秋余,兰州理工大学计算机与通信学院,1431,person
迟宁,兰州理工大学计算机与通信学院,1432,person
刘晔,兰州理工大学计算机与通信学院,1433,person
张兆印,黑龙江大学计算机科学技术学院 黑龙江哈尔滨150080,1434,person
杨东鹤,浙江理工大学信息电子学院,1435,person
刘喜昂,浙江科技学院信息与电子工程学院 浙江杭州310018,1436,person
魏兰,武汉理工大学物流工程学院,1437,person
李文锋,武汉理工大学物流工程学院,1438,person
陈维克,武汉理工大学物流工程学院,1439,person
蔡京平,北京理工大学计算机科学技术学院计算机科学工程系,1440,person
邓宏彬,北京理工大学计算机科学技术学院计算机科学工程系,1441,person
贾云得,北京理工大学计算机科学技术学院计算机科学工程系,1442,person
冯建周,燕山大学信息科学与工程学院,1443,person
王晓寰,燕山大学信息科学与工程学院,1444,person
柯文德,茂名学院计算机系 广东茂名525000,1445,person
熊举峰,中南大学信息科学与工程学院,1446,person
谭冠政,中南大学信息科学与工程学院 湖南长沙410083湖南师范大学物理与信息科学学院,1447,person
柯文德,茂名学院计算机系,1448,person
李家兰,茂名学院计算机系 广东茂名525000,1449,person
王萌,广西工学院计算机工程系,1450,person
王晓荣,广西工学院计算机工程系,1451,person
李春贵,广西工学院计算机工程系,1452,person
张增芳,广西工学院计算机工程系,1453,person
王清阳,华南理工大学自动化学院自动化与网络工程系,1454,person
王征,中国科学院沈阳自动化研究所 广州广东510640,1455,person
邬大为,上海大学机电工程与自动化学院,1456,person
阮毅,上海大学机电工程与自动化学院,1457,person
任志斌,上海大学机电工程与自动化学院,1458,person
吴伟华,江苏大学计算机科学与通信工程学院,1459,person
刘一松,江苏大学计算机科学与通信工程学院 江苏镇江212013,1460,person
张巧荣,河南财经学院信息学院,1461,person
李淑红,河南财经学院信息学院 河南郑州450002,1462,person
杨佳,西南科技大学信息工程学院,1463,person
陈小宁,西南科技大学信息工程学院,1464,person
周军,东华大学信息科学与技术学院,1465,person
邵世煌,东华大学信息科学与技术学院,1466,person
陈盛,东华大学信息科学与技术学院,1467,person
彭志平,茂名学院计算机系,1468,person
张兆印,黑龙江大学计算机科学与技术学院,1469,person
李怀俊,广东工业大学自动化学院,1470,person
曹志广,广东工业大学自动化学院,1471,person
梅雪竹,广东工业大学自动化学院,1472,person
师黎,郑州大学电气工程学院,1473,person
邵国,郑州大学电气工程学院,1474,person
刘国海,江苏大学电气信息工程学院,1475,person
朱珠,江苏大学电气信息工程学院,1476,person
阮力,北方工业大学机电工程学院,1477,person
李小坚,北方工业大学机电工程学院,1478,person
殷晨波,常熟理工学院计算机科学与工程学院,1479,person
郑冬华,常熟理工学院计算机科学与工程学院,1480,person
冯元华,暨南大学电子工程系,1481,person
王思华,暨南大学电子工程系,1482,person
柳宁,暨南大学电子工程系,1483,person
王高,暨南大学电子工程系,1484,person
陈花,兰州理工大学计算机与通信学院,1485,person
张远平,兰州理工大学计算机与通信学院,1486,person
林强,兰州理工大学计算机与通信学院,1487,person
宁建华,南京工业大学自动化学院,1488,person
俞辉,南京工业大学自动化学院,1489,person
赵英凯,南京工业大学自动化学院,1490,person
朱俊宏,同济大学中德学院,1491,person
孙泽昌,同济大学中德学院,1492,person
李玮燕,贵州大学电工学院,1493,person
张赟,贵州大学电工学院,1494,person
陈进军,贵州大学电工学院,1495,person
能昌信,贵州大学电工学院,1496,person
董路,贵州大学电工学院,1497,person
赵静,上海大学计算机工程与科学学院,1498,person
郭小勤,深圳大学机电与控制工程学院,1499,person
李广丽,华东交通大学软件学院,1500,person
张红斌,华东交通大学软件学院,1501,person
刘觉夫,华东交通大学软件学院,1502,person
黄志辉,中南大学,1503,person
武秀媛,中南大学,1504,person
吴向葵,中南大学,1505,person
李刚卿,中南大学,1506,person
孟蕊,北京工商大学计算机与信息工程学院,1507,person
苏维均,北京工商大学计算机与信息工程学院,1508,person
连晓峰,北京工商大学计算机与信息工程学院,1509,person
陈杜勇,华南理工大学计算机科学与工程学院,1510,person
肖南峰,华南理工大学计算机科学与工程学院,1511,person
刘洋,华南理工大学计算机科学与工程学院,1512,person
赵颖,聊城大学汽车与交通工程学院,1513,person
孙群,聊城大学汽车与交通工程学院,1514,person
张民,聊城大学汽车与交通工程学院,1515,person
杨少平,复旦大学电子工程系,1516,person
孔庆生,复旦大学电子工程系,1517,person
徐英欣,桂林空军学院雷达火控教研室,1518,person
黄斌,桂林空军学院雷达火控教研室,1519,person
陈伟,上海大学计算机工程与科学学院,1520,person
陈明,上海大学计算机工程与科学学院,1521,person
魏武,华南理工大学自动化科学与工程学院,1522,person
朱红山,华南理工大学自动化科学与工程学院,1523,person
陈开,上海大学计算机工程与科学学院,1524,person
阳诚海,上海大学计算机工程与科学学院,1525,person
许华虎,上海大学计算机工程与科学学院,1526,person
罗乾又,西南科技大学机器人技术及应用四川省重点实验室,1527,person
张华,西南科技大学机器人技术及应用四川省重点实验室,1528,person
王姮,西南科技大学机器人技术及应用四川省重点实验室,1529,person
解兴哲,西南科技大学机器人技术及应用四川省重点实验室,1530,person
刘钰,金陵科技学院信息技术学院,1531,person
周川,金陵科技学院信息技术学院,1532,person
张燕,金陵科技学院信息技术学院,1533,person
徐云龙,金陵科技学院信息技术学院,1534,person
张占,华南理工大学自动化科学与工程学院,1535,person
蒋湘军,华南理工大学自动化科学与工程学院,1536,person
谢丽君,华南理工大学计算机科学与工程学院,1537,person
文翰,华南理工大学计算机科学与工程学院,1538,person
刘付民,河南理工大学计算机科学与技术学院,1539,person
武善玉,华南理工大学计算机科学与工程学院,1540,person
张平,华南理工大学计算机科学与工程学院,1541,person
李方,华南理工大学计算机科学与工程学院,1542,person
汤文俊,第二炮兵工程学院三系,1543,person
张国良,第二炮兵工程学院三系,1544,person
敬斌,第二炮兵工程学院三系,1545,person
余阳,江苏科技大学电子与信息学院,1546,person
林明,江苏科技大学电子与信息学院,1547,person
林永才,江苏科技大学电子与信息学院,1548,person
梁家海,钦州学院数学与计算机科学学院,1549,person
朱海波,沈阳工业大学信息科学与工程学院,1550,person
邹凤山,沈阳工业大学信息科学与工程学院,1551,person
赵彬,沈阳工业大学信息科学与工程学院,1552,person
薛白,常州大学机器人研究所,1553,person
段锁林,常州大学机器人研究所,1554,person
邹凌,常州大学机器人研究所,1555,person
戴伟力,华南理工大学自动化科学与工程学院,1556,person
刘冬,武汉科技大学 冶金自动化及检测技术教育部工程研究中心,1557,person
闵华松,武汉科技大学 冶金自动化及检测技术教育部工程研究中心,1558,person
杨杰,武汉科技大学 冶金自动化及检测技术教育部工程研究中心,1559,person
叶锦华,华南理工大学机械与汽车工程学院,1560,person
郑炳坤,华南理工大学机械与汽车工程学院,1561,person
李迪,华南理工大学机械与汽车工程学院,1562,person
叶峰,华南理工大学机械与汽车工程学院,1563,person
彭聿松,四川大学电气信息学院,1564,person
佃松宜,四川大学电气信息学院,1565,person
刘涛,四川大学电气信息学院,1566,person
吴璋,四川大学电气信息学院,1567,person
宋俊霖,四川大学电气信息学院,1568,person
邹腾跃,华中科技大学国家数控系统工程技术研究中心,1569,person
唐小琦,华中科技大学国家数控系统工程技术研究中心,1570,person
宋宝,华中科技大学国家数控系统工程技术研究中心,1571,person
陈吉红,华中科技大学国家数控系统工程技术研究中心,1572,person
姚冬冬,武汉科技大学冶金自动化与检测技术教育部工程研究中心,1573,person
闵华松,武汉科技大学计算机科学与技术学院,1574,person
周霞,上海理工大学光电信息与计算机工程学院,1575,person
何建忠,上海理工大学光电信息与计算机工程学院,1576,person
王宝磊,上海理工大学光电信息与计算机工程学院,1577,person
王晟,武汉科技大学计算机科学与技术学院,1578,person
陈友东,武汉科技大学计算机科学与技术学院,1579,person
吴俊君,广东食品药品职业学院基础部,1580,person
胡国生,华南理工大学机械与汽车工程学院,1581,person
朱军燕,中山出入境检验检疫局技术中心,1582,person
艾菲,西南科技大学计算机学院,1583,person
宋晖,西南科技大学计算机学院,1584,person
李波,中国科学院沈阳自动化研究所,1585,person
赵怀慈,中国科学院大学,1586,person
孙士洁,中国科学院光电信息处理重点实验室,1587,person
花海洋,辽宁省图像理解与视觉计算重点实验室,1588,person
韩家新,西安石油大学计算机学院,1589,person
刘彦伯,西安石油大学计算机学院,1590,person
张旭华,西安石油大学计算机学院,1591,person
杨盛,西安石油大学计算机学院,1592,person
李瑞峰,哈尔滨工业大学机器人技术与系统国家重点实验室,1593,person
冀龙涛,哈尔滨工业大学机器人技术与系统国家重点实验室,1594,person
罗洋,重庆大学机械工程学院,1595,person
李奇敏,重庆大学机械工程学院,1596,person
温皓宇,重庆大学机械工程学院,1597,person
邵雪松,江苏省电力公司电力科学研究院,1598,person
黄奇峰,江苏省电力公司电力科学研究院,1599,person
蔡奇新,江苏省电力公司电力科学研究院,1600,person
刘建,江苏省电力公司电力科学研究院,1601,person
王伟,江苏省电力公司电力科学研究院,1602,person
张琴丽,武汉科技大学信息科学与工程学院,1603,person
吴怀宇,武汉科技大学信息科学与工程学院,1604,person
陈洋,武汉科技大学信息科学与工程学院,1605,person
王琨,江南大学江苏省食品先进制造装备技术重点实验室,1606,person
骆敏舟,江南大学江苏省食品先进制造装备技术重点实验室,1607,person
曹毅,江南大学江苏省食品先进制造装备技术重点实验室,1608,person
李可,江南大学江苏省食品先进制造装备技术重点实验室,1609,person
张秋菊,江南大学江苏省食品先进制造装备技术重点实验室,1610,person
郭卫平,北京工商大学计算机与信息工程学院,1611,person
廉小亲,北京工商大学计算机与信息工程学院,1612,person
苏中,北京工商大学计算机与信息工程学院,1613,person
赵旭,北京工商大学计算机与信息工程学院,1614,person
石琪琦,电子科技大学通信与信息工程学院,1615,person
庄杰,电子科技大学通信与信息工程学院,1616,person
黄炜,电子科技大学通信与信息工程学院,1617,person
张佳东,电子科技大学通信与信息工程学院,1618,person
左轩尘,电子科技大学通信与信息工程学院,1619,person
王超杰,北京信息科技大学高动态导航技术北京市重点实验室,1620,person
苏中,北京信息科技大学高动态导航技术北京市重点实验室,1621,person
连晓峰,北京信息科技大学高动态导航技术北京市重点实验室,1622,person
赵旭,北京信息科技大学高动态导航技术北京市重点实验室,1623,person
闫林林,中国科学院沈阳自动化研究所机器人学国家重点实验室,1624,person
徐方,中国科学院沈阳自动化研究所机器人学国家重点实验室,1625,person
贾凯,中国科学院沈阳自动化研究所机器人学国家重点实验室,1626,person
邹风山,中国科学院沈阳自动化研究所机器人学国家重点实验室,1627,person
温素芳,内蒙古工业大学电力学院,1628,person
郭光耀,鄂尔多斯市源盛光电有限责任公司,1629,person
李月,北京理工大学机电学院,1630,person
高峻峣,北京理工大学机电学院,1631,person
赵靖超,北京理工大学机电学院,1632,person
刘轶,北京理工大学机电学院,1633,person
韩亮亮,电子科技大学通信与信息工程学院,1634,person
王佳佳,西南交通大学电气工程学院,1635,person
马磊,西南交通大学电气工程学院,1636,person
韩晓霞,西南交通大学电气工程学院,1637,person
徐智豪,西南交通大学电气工程学院,1638,person
左韬,武汉科技大学信息科学与工程学院,1639,person
闵华松,武汉科技大学信息科学与工程学院,1640,person
张雄希,武汉科技大学信息科学与工程学院,1641,person
吴俊君,广东食品药品职业学院软件学院,1642,person
杨丹,南昌大学信息工程学院,1643,person
刘小平,南昌大学信息工程学院,1644,person
胡凌燕,南昌大学信息工程学院,1645,person
黄海卫,常州大学信息科学与工程学院,1646,person
孔令成,中国科学院合肥物质科学研究院,1647,person
谭治英,常州先进制造研究所,1648,person
王雪瑞,河南工程学院计算机学院,1649,person
周岩,河南工程学院计算机学院,1650,person
毛丽民,常熟理工学院电气与自动化工程学院,1651,person
朱培逸,常熟理工学院电气与自动化工程学院,1652,person
卢振利,常熟理工学院电气与自动化工程学院,1653,person
彭伟伟,常熟理工学院电气与自动化工程学院,1654,person
郑伟勇,河南工程学院计算机学院,1655,person
李艳玮,河南工程学院计算机学院,1656,person
王旭辉,河南工程学院计算机学院,1657,person
梁付新,山东大学控制科学与工程学院,1658,person
刘洪彬,山东大学控制科学与工程学院,1659,person
张福雷,山东大学控制科学与工程学院,1660,person
常发亮,山东大学控制科学与工程学院,1661,person
于振中,江南大学物联网工程学院,1662,person
蔡楷倜,江南大学物联网工程学院,1663,person
常天莉,广东工业大学自动化学院,1664,person
黄浩晖,广东工业大学自动化学院,1665,person
